GPS_Time(s),PRN,nSV,pseudorange,pseudorange_corrected,Elevation,Azimuth,C/N0,err_tropo,err_iono,sat_clock_error,Pseudorange_residual,Normalized_Pseudorange_residual,Pr_rate_consitency,Sat_pos_x,Sat_pos_y,Sat_pos_z,User_pos_lon,User_pos_lat,User_pos_H,Pre_0_30,Pre_30_60,Pre_60_90,mean_Abs_pr_residual
86432.003000,96.000000,11.000000,-2.000000,-2.000000,184.465840,23.123454,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-11270870.818078,32020030.923909,-25027222.393019,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,97.000000,11.000000,-2.000000,-2.000000,204.748628,0.291954,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,4054493.290962,18655252.257681,-20275725.769254,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,99.000000,11.000000,-2.000000,-2.000000,221.463251,50.805779,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-1858676.941518,41875156.965232,-2892449.271099,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,100.000000,11.000000,-2.000000,-2.000000,350.602508,61.129117,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-6527794.709941,18842721.738783,19566733.882843,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,102.000000,11.000000,-2.000000,-2.000000,344.334312,52.293630,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-4533773.736254,25094944.420893,33761818.162924,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,107.000000,11.000000,-2.000000,-2.000000,119.685545,28.348431,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-25390178.543609,11202179.066998,-3010144.356654,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,110.000000,11.000000,-2.000000,-2.000000,256.978908,82.610631,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-8132646.197815,24748500.678966,9946940.397283,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,111.000000,11.000000,-2.000000,-2.000000,224.791241,24.351944,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,5701829.142101,25960185.878398,-8474221.118306,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,112.000000,11.000000,-2.000000,-2.000000,35.576157,44.092190,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-15196463.423512,10326384.121910,20979341.504536,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86432.003000,119.000000,11.000000,-2.000000,-2.000000,328.135701,35.959182,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,4092124.321963,15628602.943542,22762754.234605,114.141019,22.322073,93.552570,1.000000,1.000000,1.000000,21.699782
86433.003000,10.000000,11.000000,21105603.818000,21009747.835758,237.465540,88.290066,49.000000,2.383885,2.318292,-95851.280066,44.831659,1.000000,-0.205826,-9601942.159580,22660234.675216,9737723.992330,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,12.000000,11.000000,23521853.696000,23470699.157890,56.478125,30.275389,48.000000,4.711192,4.355222,-51145.471695,28.337006,0.648766,-0.287487,-19864072.768844,4616074.443857,16677509.548638,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,18.000000,11.000000,25984178.055000,26056322.649907,176.029978,5.511252,44.000000,21.895913,7.889151,72174.379971,3.322203,0.116107,-0.268383,-8786694.859448,15369006.526035,-19769005.021690,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,21.000000,11.000000,26707188.805000,26754532.588879,303.727450,5.601219,44.000000,21.637269,4.476824,47369.897971,7.712647,0.209596,-0.186693,18366235.777987,11313986.573634,16573676.542927,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,22.000000,11.000000,23884071.796000,23947978.008046,315.872133,31.368892,48.000000,4.564081,3.505189,63914.281317,9.095525,0.239043,-0.222367,7737380.839862,16215236.615397,20019161.195696,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,23.000000,11.000000,22094994.564000,22095468.022466,147.812454,52.148694,48.000000,3.015748,2.972668,479.446882,-69.969963,-1.000000,-0.394644,-16767469.256706,20484999.311886,-1415236.448072,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,24.000000,11.000000,25877424.137000,25959723.367568,48.914431,5.910386,44.000000,20.778937,7.888603,82327.898108,-13.525667,-0.242648,-0.183278,-17980813.739792,-5789447.911325,18531212.823959,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,25.000000,11.000000,21585035.541000,21670518.043129,99.089242,57.051473,49.000000,2.838234,2.802818,85488.143181,26.800433,0.616047,-0.206098,-19452162.345935,16148466.023056,7372911.727741,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,26.000000,11.000000,25531963.665000,25586809.002125,201.499448,9.643140,44.000000,13.686025,6.375124,54865.398274,12.488638,0.311295,-0.234603,641264.691616,20364628.896711,-16957155.104595,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,29.000000,11.000000,-2.000000,-2.000000,136.487964,1.108303,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-21641314.886849,5029768.214383,-14642373.392465,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,31.000000,11.000000,22463561.589000,22414214.980903,256.480021,41.873941,48.000000,3.564951,3.077765,-49339.965381,-98732.075719,-1.000000,-0.193863,5816077.202733,25254112.633589,4404974.556884,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,32.000000,11.000000,22930969.845000,22910808.043604,335.002555,41.993020,48.000000,3.556753,3.065830,-20155.178813,-49.092481,-1.000000,-0.312927,623629.840222,15499215.181574,21702406.733089,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,35.000000,11.000000,-2.000000,-2.000000,116.623437,13.652154,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-24441337.601270,5268165.545465,-4856616.243038,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,36.000000,11.000000,-2.000000,-2.000000,72.038085,49.289275,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-19132579.147289,11824365.702976,12050593.896192,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,37.000000,11.000000,-2.000000,-2.000000,353.307262,39.705287,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3278085.144461,11912768.389847,22323483.565028,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,46.000000,11.000000,-2.000000,-2.000000,27.880308,29.664385,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-11961133.848303,5068935.192277,21958768.112511,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,47.000000,11.000000,-2.000000,-2.000000,21.887616,85.289966,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-9944711.073988,20755466.863677,11007836.175764,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,52.000000,11.000000,-2.000000,-2.000000,261.768385,4.627545,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,18107215.630061,18002760.662198,-47135.089270,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,58.000000,11.000000,-2.000000,-2.000000,178.124303,50.948844,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-12410842.601456,26463554.321790,-4595616.816808,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,59.000000,11.000000,-2.000000,-2.000000,7.847803,53.502304,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-9363773.865228,16079790.400318,23019183.571194,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,61.000000,11.000000,-2.000000,-2.000000,80.807934,32.827121,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-26563048.689384,7229974.505689,10876199.872241,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,64.000000,11.000000,-2.000000,-2.000000,312.271516,20.961640,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,13425506.002364,15190458.159387,21564599.893723,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,69.000000,11.000000,-2.000000,-2.000000,298.046387,8.978220,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,20181806.743495,14533099.445628,16069332.459221,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,71.000000,11.000000,-2.000000,-2.000000,248.422579,22.079129,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,13316821.321767,26350252.584395,-2182016.929906,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,80.000000,11.000000,-2.000000,-2.000000,38.586867,11.266464,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-16614899.434439,-4327457.716234,24091238.690006,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,81.000000,11.000000,-2.000000,-2.000000,74.766794,58.953416,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-20549618.376779,16709663.798572,13203633.912898,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,86.000000,11.000000,-2.000000,-2.000000,204.155286,6.346109,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,2899636.603793,21571391.142231,-20064102.176847,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,87.000000,11.000000,-2.000000,-2.000000,123.295574,46.697549,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-34366871.122555,24416697.197365,-272752.965006,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,88.000000,11.000000,-2.000000,-2.000000,238.240053,47.923825,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,4452459.122425,41963396.109064,754449.768549,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,89.000000,11.000000,-2.000000,-2.000000,189.625974,63.328744,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-14730466.956976,39548007.207405,-140255.539716,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,90.000000,11.000000,-2.000000,-2.000000,111.149780,32.214406,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-39643785.769698,14341079.282143,-662352.484987,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,91.000000,11.000000,-2.000000,-2.000000,257.081879,24.437426,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,21926713.716867,36034423.080012,1187744.082145,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,92.000000,11.000000,-2.000000,-2.000000,341.208645,53.139456,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3823124.240792,25974382.680893,33023523.924461,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,93.000000,11.000000,-2.000000,-2.000000,174.074828,30.669857,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-18119313.561873,32049349.783374,-20660601.808714,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,94.000000,11.000000,-2.000000,-2.000000,202.436537,44.729441,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-6926067.952768,40209220.635331,-10293902.202878,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,95.000000,11.000000,-2.000000,-2.000000,314.977590,48.182480,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,5913236.629034,30133801.261558,29421936.404461,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,96.000000,11.000000,-2.000000,-2.000000,184.466186,23.126170,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-11271202.569740,32021121.195837,-25025717.375049,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,97.000000,11.000000,-2.000000,-2.000000,204.743050,0.289997,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,4052540.622471,18653983.113651,-20277280.740099,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,99.000000,11.000000,-2.000000,-2.000000,221.462050,50.801250,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-1857258.028496,41875032.568558,-2895053.330233,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,100.000000,11.000000,-2.000000,-2.000000,350.608040,61.135686,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-6529785.505281,18843725.368137,19565105.950528,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,102.000000,11.000000,-2.000000,-2.000000,344.337731,52.292954,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-4534670.004667,25093998.762490,33762391.250209,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,107.000000,11.000000,-2.000000,-2.000000,119.692057,28.343966,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-25389922.921283,11201923.238861,-3013229.864783,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,110.000000,11.000000,-2.000000,-2.000000,257.035318,82.613877,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-8132757.736435,24747354.402489,9949698.801205,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,111.000000,11.000000,-2.000000,-2.000000,224.795765,24.357486,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,5701658.584278,25961151.858611,-8471370.599325,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,112.000000,11.000000,-2.000000,-2.000000,35.575165,44.085688,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-15196492.734788,10323980.210378,20980505.956145,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86433.003000,119.000000,11.000000,-2.000000,-2.000000,328.137865,35.965199,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,4089835.052582,15629831.660911,22762323.109431,114.141018,22.322074,93.462735,1.000000,1.000000,1.000000,21.689584
86434.003000,10.000000,11.000000,21108002.542000,21012146.556071,237.189028,88.286586,49.000000,2.383830,2.318543,-95851.283555,44.977474,1.000000,0.247129,-9602892.582980,22661041.762286,9734838.327740,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,12.000000,11.000000,23524590.420000,23473435.878238,56.470628,30.271462,48.000000,4.711624,4.355920,-51145.474217,28.467136,0.649025,0.072026,-19862726.069323,4614361.449954,16679568.007958,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,18.000000,11.000000,25987139.043000,26059283.619796,176.025890,5.506292,44.000000,21.909735,7.890936,72174.377467,3.387988,0.115896,0.126205,-8787664.537152,15366688.272602,-19770385.968252,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,21.000000,11.000000,26709472.505000,26756816.295167,303.721185,5.602292,44.000000,21.633661,4.476717,47369.900545,7.713094,0.207839,0.190571,18366967.294487,11315804.865385,16571598.543564,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,22.000000,11.000000,23886217.338000,23950123.553338,315.879188,31.372251,48.000000,4.563533,3.505412,63914.284283,9.017043,0.235558,0.276381,7734975.677391,16214761.848966,20020483.898221,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,23.000000,11.000000,22097841.769000,22098315.225390,147.818346,52.140898,48.000000,3.015991,2.973252,479.445633,-70.317561,-1.000000,0.671670,-16767575.035302,20484694.480016,-1418425.977251,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
86434.003000,24.000000,11.000000,25880430.612000,25962729.826648,48.918359,5.905356,44.000000,20.791994,7.890549,82327.897191,-13.612898,-0.245507,0.156403,-17981709.387869,-5791690.663074,18529708.295729,114.141018,22.322073,93.622447,1.000000,1.000000,1.000000,21.750444
